"MTICD","MTICD_NAME","MTICD_ENG_NAME","MTICD_DC","MTICD_ENG_DC"
"518410","가발","Complete wigs Complete"," 가발, 부분가발, 부분가발, 붙임머리, 전체가발 "," wigs, wig, hair "
"518420","가수염 등 가발","False beards Other"," 수염, 가수염 "," falsebeards, mustache "
"518430","가눈썹 가발","False eyebrows Other"," 가눈썹, 눈썹, 속눈썹 "," falseeyebrows, eyebrow "
"515110","문구 필기구","accessory/personal ornament"," 만년필, 문구, 문구류, 볼펜, 붓, 색연필, 색연필수성, 색연필유성, 수성펜, 연필, 유성펜, 잉크, 펜, 펜촉, 필기구, 필기용, 흑색볼펜, 사인펜, 싸인펜, 샤프, 매직펜, 매직사인펜, 매직싸인펜, 젤펜, 수성펜, 유성펜, 펠트펜, 롤러볼펜, 형광펜 "," feltpen "
"515120","문구 미술용구","accessory/personal ornament"," 문구, 문구류, 물감, 미술용구, 오일파스텔, 오일파스텔물감, 켄버스, 크레용, 파스텔 "," painting, brush, crayon,  pastel "
"724220","식품포장기계 식품포장기계부품","part of machinery for packing food machinery for packing food"," 식품포장기계, 식품포장기계부품, 식품포장, 식료품포장 ","  packingfoodmachinery "
"525200","패각공예품","Mother of pearl"," 소라패각, 야광패각, 양식용지첩패각, 전복패각, 지첩패각, 진주패각, 청패각, 트로커스, 패각공예품 "," shellcraft, pearlshell, crustaceanshell, abaloneshell "
"525300","유리공예품","Glass cubes and"," 귀석과, 반귀석, 유리공예품, 유리안구, 유리제품진주 "," glasscubes "
"525900","기타공예품","Coral Coral and"," 각부, 골풀제품, 기타공예품 "," othercrafts, othercraft, coralcraft "
"529000","생활용품 기타","other furnitures"," 경종, 꼭두각시, 내구성, 마네킹, 방울, 벨, 종, 초인종, 플라스틱생활용품, 대걸레, 마네킹 "," other furnitures, trunk, bracket, bell, mirror, varnish, distemper, roller, sieve, plasticfurniture, scoop, chain, mannequin "
"611110","철강및비합금강형강 철및비합금강H형강","rnonalloyed or steel iron H of section nonalloyed"," 철강및비합금강형강, 철및비합금강, H형강 "," nonalloyed steel iron "
"611120","철강및비합금강형강 철및비합금강L형강","or steel iron L of section nonalloyed"," 철강및비합금강형강, 철및비합금강, L형강 "," steel ironl section nonalloyedlsection "
"449001","양탄자 기타섬유제품","made-up other textiles"," 양탄자, 담요, 덮개, 카페트, 카펫 "," rug, carpet, tapestry carpet "
"721520","고무플라스틱가공기계 고무플라스틱가공기계부품","part of machinery for workingrubberorplastics machinery for workingrubberorplastics"," 고무플라스틱가공기계, 고무플라스틱가공기계부품, 사출성형기 "," plasticsmachinery "
"611130","철강및비합금강형강 철및비합금강U형강","or steel iron U of section nonalloyed"," 철강및비합금강형강, 철및비합금강, U형강 "," steel ironusection nonalloyedu "
"611190","철강및비합금강형강 철및비합금강기타형강","other or steel iron of section nonalloyed"," 철강및비합금강형강, 철및비합금강기타형강 "," other steel iron section nonalloyedu "
"611200","스테인레스및합금강형강","or steel alloyed stainless of section"," 스테인레스및합금강형강, 합금강형강 "," steel alloyed stainless section, stainless "
"612110","철및비합금강선재 선재","or wire steel iron rod of nonalloyed"," 철및비합금강선판 "," wiresteel ironrod, nonalloyedrib "
"612120","스테인레스및합금강선재 선재","wire steel or alloyed rod stainless of"," 스테인레스및합금강선재, 실리코망간강 "," wiresteel alloyedrod stainless "
"612210","철및비합금강봉강 봉강","or bar steel iron of nonalloyed"," 봉강, 철및비합금강봉강, 철및비합금강 "," barsteeliron, nonalloyedbar "
"612220","봉강 스테인레스및합금강봉강","wire bar steel or alloyed stainless of"," 봉강, 스테인레스및합금강봉강, 스테인레스및합금강, 실리코망간강 "," wirebarsteel alloyed stainless "
"612300","철근","bar reinforced"," 철근, 철근형강 "," barreinforcedrib "
"613110","철및비합금강중후판 중후판","plate nonalloyed or steel"," 중후판, 철및비합금강중후판, 비합금강 "," platenonalloyedsteel "
"613120","스테인레스강중후판 중후판","plate steel stainless"," 스테인레스강중후판, 스테인레스강중후판판중후판 "," steel stainless "
"613130","중후판 합금강중후판","plate alloyed steel"," 중후판, 합금강중후판 "," alloyed steelplate "
"613210","열연강판 철및비합금강열연강판","strip or iron steel sheet and hot nonalloyed rolled"," 강판, 열연강판, 철및비합금강열연강판 "," strip iron steel sheethot nonalloyedrolled "
"613220","스테인레스강열연강판 열연강판","strip steel sheet and stainless hot rolled"," 강판, 스테인레스강열연강판 "," stripsteel sheetstainless hotrolledstainless "
"613230","합금강열연강판 열연강판","strip steel sheet and alloyed hot rolled"," 강판, 합금강열연강판, 열연강판 ","stripsteel sheetalloyed hotrolledalloyed "
"613310","철및비합금강냉연강판 냉연강판","or steel strip cold iron sheet and of nonalloyed rolled"," 강판, 냉연강판, 철및비합금강냉연강판 ","steelstrip coldironsheet, nonalloyedrolledtensile "
"613320","냉연강판 스테인레스강냉연강판","steel strip cold sheet and stainless of rolled"," 강판, 냉연강판, 스테인레스강냉연강판 "," steelstrip coldsheetstainless rolledstainless "
"613330","합금강냉연강판 냉연강판","steel strip cold sheet and alloyed of rolled"," 강판, 냉연강판, 합금강냉연강판 "," steelstrip coldsheet alloyedrolled "
"613410","아연도강판 용융아연도강판","fused strip sheet galvanized and"," 강판, 아연도강판, 용융아연도강판 "," fusedstripsheet "
"613420","전기아연도강판 아연도강판","strip sheet electrical galvanized and"," 강판, 전기아연도강판, 아연도강판 "," stripsheet electricalgalvanizedzinc "
"613430","착색아연도강판 아연도강판","strip sheet colored galvanized and"," 강판, 착색아연도강판, 아연도강판 "," stripsheet coloredgalvanized "
"613500","전기강판","and sheet electrical strip"," 전기강판 "," sheetelectricalstrip "
"613600","석도강판","plate tin"," 석도강판 "," platetin "
"613700","도금강판","coated strip steel sheet and"," 도금강판 "," coatedstripsteelsheet "
"614110","철강관 철및비합금강용접강관(대)","nonalloyed or steel iron welding and (large) tube pipe"," 강관, 철강관, 철및비합금강용접강관, 케이싱, 파이프 "," nonalloyedsteel ironwelding "
"614120","철및비합금강용접강관(중소) 철강관","nonalloyed or steel iron welding and (middle,small) tube pipe"," 강관, 철및비합금강용접강관, 철및비합금강용접강관, 케이싱, 튜빙, 파이프, 인발강관 "," nonalloyed steel iron welding "
"614130","무계목강관 철강관","steel and seamless tube pipe"," 강관, 드릴파이프, 무계목강관, 철강관, 파이프 "," steelseamless tubepipestainless "
"614140","스테인레스강강관 철강관","steel and stainless tube pipe"," 강관, 스테인레스강, 철강관, 파이프 "," steelstainless tubepipestainless "
"614150","철강관 합금강강관","steel and alloyed tube pipe"," 강관, 철강관, 합금강강관 "," steelalloyed tubepipecircular "
"614210","철및비합금강강선 철강선","wire steel iron nonalloyed"," 강선, 철강선, 철및비합금강강선 "," wiresteeliron nonalloyediron "
"614220","철강선 스테인레스강강선","wire steel stainless"," 강선, 스테인리스강, 철강선 "," wiresteelstainlesswire "
"614230","철강선 합금강강선","alloyed wire steel"," 강선, 철강선, 합금강강선 "," alloyedwiresteelsteel "
"614310","철및비합금강연선 연선및와이어로프","wire steel iron stranded rope nonalloyed"," 스틸타이어, 연선및와이어로프, 와이어로프, 연선, 철및비합금강연선 ","wiresteel iron strandedrope, nonalloyedrope "
"614320","스테인레스강연선 연선및와이어로프","wire steel stainless stranded rope"," 스테인레스강연선, 연선및와이어로프, 연선, 와이어로프 "," wiresteel stainless strandedrope "
"614330","철및비합금강와이어로프 연선및와이어로프","wire steel iron stranded rope nonalloyed"," 스틸타이어, 연선및와이어로프, 철및비합금강와이어로프, 와이어로프, 연선 ","wiresteel iron strandedrope nonalloyedrope "
"614340","연선및와이어로프 스테인레스와이어로프","or wire steel stainless stranded rope"," 스테인레스와이어로프, 연선및와이어로프, 연선, 와이어로프 "," wiresteel stainless strandedropestainless "
"614350","연선및와이어로프 철및비합금강사슬","or wire steel iron chain stranded rope nonalloyed"," 연선및와이어로프, 철및비합금강사슬, 연선, 와이어로프 "," wiresteel ironchain strandedrope nonalloyedrope "
"614360","철및비합금강유자선 연선및와이어로프","or wire steel iron barbed stranded rope nonalloyed"," 연선및와이어로프, 철및비합금강유자선, 연선, 와이어로프 "," wiresteel ironbarbed strandedrope nonalloyedhoop "
"615110","레일","rail"," 레일 "," rail "
"615120","레일부속품 레일","part rail"," 레일, 레일부속품 "," rail "
"615210","교량 철구조물","bridge steel structure"," 교량, 금속구조물, 선교, 육교, 철구조물 "," bridge steelstructure "
"615220","철구조물 철탑","tower steel structure"," 금속구조물, 철구조물, 철탑 "," tower steelstructure "
"615290","기타철구조물 철구조물","other steel structure"," 금속구조물, 기타철구조물, 철구조물, 가드레일, 방수문, 방화문, 송전탑, 파이프행거, 프랜지 "," other steelstructure "
"616100","철강재용기","container steel"," 철강재용기 "," containersteelvat "
"616200","철강재체인","chain steel"," 철강재체인 "," chainsteel "
"617110","주강 주단강","forged casting steel casting,"," 주강, 주단강 "," steelcasting "
"617120","단강 주단강","forged casting steel casting,"," 단강, 주단강 "," steelcasting "
"617210","주철관 주철","iron pipe cast"," 주철, 주철관 "," iron pipecasthollow "
"617220","주철제관연결구류 주철","fittings iron pipe cast"," 주철, 주철제관연결구류 "," iron pipecastiron "
"617290","기타주철 주철","other iron cast"," 기타주철, 주철, 맨홀, 멘홀, 방호벽, 열쇠, 쥐덧, 풍차, 파이프행거, 강강재 "," castiron, manhole, manhole, firewall "
"618110","망간철 합금철","ferro-manganese ferro-alloys"," 망간철, 합금철 "," ferromanganese "
"441406","악세서리 모자 의류","Hat-forms, hat bodies"," 모자, 벙거지, 베레모, 삿갓, 안전모자, 헬멧, 핼멧, 운동모, 수모, 헤어네트, 패션모자 "," hat, cap, beret "
"449090","기타섬유제품 섬유제품 기타의","made-up other textiles"," 구명벨트, 구명재킷, 김서림방지천, 마스크, 보자기, 양초심지, 샘플원단, 인조섬유, 침구류, 펠트, 플록, 피아노커버, 모기장, 모기망, 거름망, 종아리보호대, 황사마스크, 물걸레, 안경닦이, 안경크리너, 안경클리너 "," felt, pianocover, wick, dust mask, cottonswab, wetmop, bulletproof vest, fire hose, glasses cleaner, sponge "
"434200","폴리에스터직물","fabrics polyester"," 옷감, 직물, 폴리에스터, 폴리에스터직물 "," polyester, polyesterfabric "
